block_id,block_name,member_count,has_db_name
011008012001002,,0,0
011008012001003,热力服务,1,1
011008012001004,,4,0
011008012001005,,3,0
011008012001006,,2,0
011008012001007,,1,0
011008012001008,,3,0
011008012002001,,12,0
011008013001001,,0,0
011008013001002,,1,0
011008013001003,快递,4,1
011008013001004,,2,0
011008013001005,,0,0
011008013001006,,1,0
011008013002001,,9,0
011008013002002,,0,0
011008013002003,,3,0
011008013003001,,4,0
011008013003002,,1,0
011008013004001,航运,7,1
011008013004002,,6,0
011008014001001,,59,0
011008014001002,,18,0
011008014001003,,2,0
011008014002001,物业管理,21,1
011008014002002,房产租赁经纪,2,1
011008014002003,,6,0
011008015001001,贸易Ⅲ,1,1
011008015002001,百货,1,1
011008015002002,,1,0
011008015002003,,2,0
011008015002004,,2,0
011008015003001,专业连锁Ⅲ,11,1
011008015004001,,5,0
011008015004002,跨境电商,1,1
011008015004003,电商服务,2,1
011008015005001,旅游零售Ⅲ,1,1
011008016001001,体育Ⅲ,1,1
011008016002001,本地生活服务Ⅲ,3,1
011008016003001,,1,0
011008016003002,,0,0
011008016003003,,0,0
011008016003004,,2,0
011008016004001,,5,0
011008016004002,餐饮,14,1
011008016005001,,9,0
011008016005002,人工景区,2,1
011008016005003,,0,0
011008016005004,,3,0
011008016006001,,11,0
011008016006002,培训教育,6,1
011008016006003,,0,0
011008017001001,,6,0
011008017002001,,6,0
011008017003001,城商行Ⅲ,14,1
011008017004001,,3,0
011008017005001,,6,0
011008018001001,,19,0
011008018002001,保险Ⅲ,13,1
011008018003001,,3,0
011008018003002,期货,2,1
011008018003003,,1,0
011008018003004,租赁,8,1
011008018003005,金融信息服务,4,1
011008018003006,资产管理,11,1
011008018003007,其他多元金融,10,1
011008019001001,,6,0
011008020001001,水泥制造,7,1
011008020001002,,1,0
011008020002001,,2,0
011008020002002,,0,0
011008020003001,,0,0
011008020003002,,1,0
011008020003003,,0,0
011008020003004,,0,0
011008020003005,,0,0
011008021001001,,2,0
011008021002001,,0,0
011008021003001,,9,0
011008021003002,,1,0
011008021004001,钢结构,1,1
011008021004002,,1,0
011008021004003,,0,0
011008021004004,其他专业工程,5,1
011008021005001,,0,0
011008022001001,电机Ⅲ,1,1
011008022002001,,2,0
011008022002002,,0,0
011008022002003,,1,0
011008022003001,,2,0
011008022003002,光伏电池组件,1,1
011008022003003,,0,0
011008022003004,,2,0
011008022003005,,0,0
011008022004001,,1,0
011008022004002,,0,0
011008022005001,锂电池,3,1
011008022005002,电池化学品,2,1
011008022005003,锂电专用设备,1,1
011008022005004,燃料电池,2,1
011008022005005,蓄电池及其他电池,4,1
011008022006001,,1,0
011008022006002,,1,0
011008022006003,,0,0
011008022006004,,0,0
011008022006005,,1,0
011008023001001,,1,0
011008023001002,,0,0
011008023001003,,0,0
011008023001004,,2,0
011008023001005,,0,0
011008023001006,,3,0
011008023002001,能源及重型设备,4,1
011008023002002,,0,0
011008023002003,,0,0
011008023002004,,1,0
011008023002005,,0,0
011008023002006,其他专用设备,3,1
011008023003001,,3,0
011008023004001,工程机械整机,5,1
011008023004002,,0,0
011008023005001,机器人,6,1
011008023005002,,0,0
011008023005003,,0,0
011008023005004,,1,0
011008024001001,,0,0
011008024002001,航空装备Ⅲ,2,1
011008024003001,,0,0
011008024004001,航海装备Ⅲ,2,1
011008024005001,,0,0
011008025001001,,0,0
011008025001002,其他计算机设备,4,1
011008025002001,IT服务Ⅲ,17,1
011008025003001,垂直应用软件,19,1
011008025003002,横向通用软件,4,1
011008026001001,游戏Ⅲ,9,1
011008026002001,营销代理,6,1
011008026002002,,0,0
011008026003001,影视动漫制作,5,1
011008026003002,,1,0
011008026004001,,4,0
011008026004002,音频媒体,2,1
011008026004003,,0,0
011008026004004,,1,0
011008026004005,文字媒体,2,1
011008026004006,其他数字媒体,1,1
011008026005001,,3,0
011008026006001,,1,0
011008026006002,,0,0
011008026006003,,0,0
011008026007001,,2,0
011008027001001,,8,0
011008027001002,通信工程及服务,3,1
011008027001003,通信应用增值服务,1,1
011008027002001,,3,0
011008027002002,,1,0
011008027002003,通信终端及配件,5,1
011008027002004,,0,0
011008028001001,,5,0
011008028001002,,4,0
011008028002001,,1,0
011008029001001,,2,0
011008029002001,,5,0
011008029002002,,0,0
011008029003001,,3,0
011008029003002,,3,0
011008029003003,,0,0
011008030001001,,0,0
011008030001002,,8,0
011008030001003,固废治理,9,1
011008030001004,,1,0
011008030002001,,0,0
011008031001001,生活用纸,2,1
011008031001002,,2,0
011008031002001,,0,0
011008031002002,品牌化妆品,2,1
011008031003001,,0,0
011008031003002,医美服务,4,1
