ipo_id,stock_code,stock_code_normalized,company_name_zh,listing_date,db_chapter,inferred_chapter,ifind_block_hits,status
HK_3931_HK_2022,3931.HK,3931.HK,中创新航,2022-10-06,main_board_profitable,main_board,main_board,OK
HK_6660_HK_2022,6660.HK,6660.HK,艾美疫苗,2022-10-06,main_board_profitable,main_board,main_board,OK
HK_1489_HK_2022,1489.HK,1489.HK,GC CONSTRUCTION,2022-10-10,main_board_profitable,main_board,main_board,OK
HK_9877_HK_2022,9877.HK,9877.HK,健世科技-B,2022-10-10,18a,18a,18a|main_board,OK
HK_2422_HK_2022,2422.HK,2422.HK,润歌互动,2022-10-17,main_board_profitable,main_board,main_board,OK
HK_6610_HK_2022,6610.HK,6610.HK,飞天云动,2022-10-18,main_board_profitable,main_board,main_board,OK
HK_2367_HK_2022,2367.HK,2367.HK,巨子生物,2022-11-04,main_board_profitable,main_board,main_board,OK
HK_2291_HK_2022,2291.HK,2291.HK,心泰医疗,2022-11-08,main_board_profitable,main_board,main_board,OK
HK_6696_HK_2022,6696.HK,6696.HK,多想云,2022-11-09,main_board_profitable,main_board,main_board,OK
HK_2420_HK_2022,2420.HK,2420.HK,子不语,2022-11-11,main_board_profitable,main_board,main_board,OK
HK_1407_HK_2022,1407.HK,1407.HK,交运燃气,2022-11-16,main_board_profitable,main_board,main_board,OK
HK_2436_HK_2022,2436.HK,2436.HK,凌雄科技,2022-11-24,main_board_profitable,main_board,main_board,OK
HK_3660_HK_2022,3660.HK,3660.HK,奇富科技-S,2022-11-29,secondary,secondary,secondary|main_board,OK
HK_2245_HK_2022,2245.HK,2245.HK,力勤资源,2022-12-01,main_board_profitable,main_board,main_board,OK
HK_6963_HK_2022,6963.HK,6963.HK,阳光保险,2022-12-09,main_board_profitable,main_board,main_board,OK
HK_2407_HK_2022,2407.HK,2407.HK,高视医疗,2022-12-12,main_board_profitable,main_board,main_board,OK
HK_2440_HK_2022,2440.HK,2440.HK,迷策略,2022-12-12,main_board_profitable,main_board,main_board,OK
HK_1947_HK_2022,1947.HK,1947.HK,美皓集团,2022-12-14,main_board_profitable,main_board,main_board,OK
HK_9985_HK_2022,9985.HK,9985.HK,卫龙美味,2022-12-15,main_board_profitable,main_board,main_board,OK
HK_1244_HK_2022,1244.HK,1244.HK,思路迪医药股份,2022-12-15,18a,18a,18a|main_board,OK
HK_2457_HK_2022,2457.HK,2457.HK,步阳国际,2022-12-15,main_board_profitable,main_board,main_board,OK
HK_2076_HK_2022,2076.HK,2076.HK,BOSS直聘-W,2022-12-22,18a,main_board,main_board,MISMATCH
HK_2145_HK_2022,2145.HK,2145.HK,上美股份,2022-12-22,main_board_profitable,main_board,main_board,OK
HK_0314_HK_2022,0314.HK,314.HK,思派健康,2022-12-23,main_board_profitable,main_board,main_board,OK
HK_6929_HK_2022,6929.HK,6929.HK,业聚医疗,2022-12-23,main_board_profitable,main_board,main_board,OK
HK_6698_HK_2022,6698.HK,6698.HK,星空华文,2022-12-29,main_board_profitable,main_board,main_board,OK
HK_2427_HK_2022,2427.HK,2427.HK,GUANZE MEDICAL,2022-12-29,main_board_profitable,main_board,main_board,OK
HK_3896_HK_2022,3896.HK,3896.HK,金山云,2022-12-30,main_board_profitable,main_board,main_board,OK
HK_9658_HK_2022,9658.HK,9658.HK,特海国际,2022-12-30,main_board_profitable,main_board,main_board,OK
HK_2425_HK_2022,2425.HK,2425.HK,澳亚集团,2022-12-30,main_board_profitable,main_board,main_board,OK
HK_6955_HK_2022,6955.HK,6955.HK,博安生物,2022-12-30,18a,18a,18a|main_board,OK
HK_6922_HK_2022,6922.HK,6922.HK,康沣生物-B,2022-12-30,18a,18a,18a|main_board,OK
HK_2469_HK_2023,2469.HK,2469.HK,粉笔,2023-01-09,main_board_profitable,main_board,main_board,OK
HK_2402_HK_2023,2402.HK,2402.HK,亿华通,2023-01-12,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2147_HK_2023,2147.HK,2147.HK,正味集团,2023-01-13,main_board_profitable,main_board,main_board,OK
HK_2411_HK_2023,2411.HK,2411.HK,百果园集团,2023-01-16,main_board_profitable,main_board,main_board,OK
HK_2373_HK_2023,2373.HK,2373.HK,美丽田园医疗健康,2023-01-16,main_board_profitable,main_board,main_board,OK
HK_2458_HK_2023,2458.HK,2458.HK,望尘科技控股,2023-01-16,main_board_profitable,main_board,main_board,OK
HK_2455_HK_2023,2455.HK,2455.HK,润华服务,2023-01-17,main_board_profitable,main_board,main_board,OK
HK_2459_HK_2023,2459.HK,2459.HK,升能集团,2023-01-17,main_board_profitable,main_board,main_board,OK
HK_2306_HK_2023,2306.HK,2306.HK,乐华娱乐,2023-01-19,main_board_profitable,main_board,main_board,OK
HK_2450_HK_2023,2450.HK,2450.HK,淮北绿金股份,2023-01-20,main_board_profitable,main_board,main_board,OK
HK_2482_HK_2023,2482.HK,2482.HK,维天运通,2023-03-09,main_board_profitable,main_board,main_board,OK
HK_9636_HK_2023,9636.HK,9636.HK,九方智投控股,2023-03-10,main_board_profitable,main_board,main_board,OK
HK_2421_HK_2023,2421.HK,2421.HK,嘉创地产,2023-03-23,main_board_profitable,main_board,main_board,OK
HK_1405_HK_2023,1405.HK,1405.HK,达势股份,2023-03-28,main_board_profitable,main_board,main_board,OK
HK_2409_HK_2023,2409.HK,2409.HK,洲际船务,2023-03-29,main_board_profitable,main_board,main_board,OK
HK_2433_HK_2023,2433.HK,2433.HK,中天湖南集团,2023-03-30,main_board_profitable,main_board,main_board,OK
HK_2439_HK_2023,2439.HK,2439.HK,中宝新材,2023-03-31,main_board_profitable,main_board,main_board,OK
HK_2405_HK_2023,2405.HK,2405.HK,力盟科技,2023-03-31,main_board_profitable,main_board,main_board,OK
HK_9669_HK_2023,9669.HK,9669.HK,北森控股,2023-04-13,main_board_profitable,main_board,main_board,OK
HK_6623_HK_2023,6623.HK,6623.HK,陆控,2023-04-14,main_board_profitable,main_board,main_board,OK
HK_6979_HK_2023,6979.HK,6979.HK,珍酒李渡,2023-04-27,main_board_profitable,main_board,main_board,OK
HK_2415_HK_2023,2415.HK,2415.HK,梅斯健康,2023-04-27,main_board_profitable,main_board,main_board,OK
HK_2480_HK_2023,2480.HK,2480.HK,绿竹生物-B,2023-05-08,18a,18a,18a|main_board,OK
HK_2442_HK_2023,2442.HK,2442.HK,怡俊集团控股,2023-05-09,main_board_profitable,main_board,main_board,OK
HK_2486_HK_2023,2486.HK,2486.HK,普乐师集团控股,2023-05-11,main_board_profitable,main_board,main_board,OK
HK_9930_HK_2023,9930.HK,9930.HK,宏信建发,2023-05-25,main_board_profitable,main_board,main_board,OK
HK_2416_HK_2023,2416.HK,2416.HK,易点云,2023-05-25,main_board_profitable,main_board,main_board,OK
HK_2487_HK_2023,2487.HK,2487.HK,科笛-B,2023-06-12,18a,18a,18a|main_board,OK
HK_9885_HK_2023,9885.HK,9885.HK,药师帮,2023-06-28,main_board_profitable,main_board,main_board,OK
HK_2105_HK_2023,2105.HK,2105.HK,来凯医药-B,2023-06-29,18a,18a,18a|main_board,OK
HK_9860_HK_2023,9860.HK,9860.HK,艾迪康控股,2023-06-30,main_board_profitable,main_board,main_board,OK
HK_2481_HK_2023,2481.HK,2481.HK,慧居科技,2023-07-10,main_board_profitable,main_board,main_board,OK
HK_6990_HK_2023,6990.HK,6990.HK,科伦博泰生物,2023-07-11,18a,18a,18a|main_board,OK
HK_3650_HK_2023,3650.HK,3650.HK,KEEP,2023-07-12,main_board_profitable,main_board,main_board,OK
HK_6683_HK_2023,6683.HK,6683.HK,巨星传奇,2023-07-13,main_board_profitable,main_board,main_board,OK
HK_1284_HK_2023,1284.HK,1284.HK,新传企划,2023-07-17,main_board_profitable,main_board,main_board,OK
HK_2271_HK_2023,2271.HK,2271.HK,众安智慧生活,2023-07-18,main_board_profitable,main_board,main_board,OK
HK_1541_HK_2023,1541.HK,1541.HK,宜明昂科-B,2023-09-05,18a,18a,18a|main_board,OK
HK_2490_HK_2023,2490.HK,2490.HK,乐舱物流,2023-09-25,main_board_profitable,main_board,main_board,OK
HK_2496_HK_2023,2496.HK,2496.HK,友芝友生物-B,2023-09-25,18a,18a,18a|main_board,OK
HK_9690_HK_2023,9690.HK,9690.HK,途虎-W,2023-09-26,18a,main_board,main_board,MISMATCH
HK_9890_HK_2023,9890.HK,9890.HK,贪玩,2023-09-28,main_board_profitable,main_board,main_board,OK
HK_6682_HK_2023,6682.HK,6682.HK,范式智能,2023-09-28,main_board_profitable,main_board,main_board,OK
HK_9686_HK_2023,9686.HK,9686.HK,熙康云医院,2023-09-28,main_board_profitable,main_board,main_board,OK
HK_1973_HK_2023,1973.HK,1973.HK,天图投资,2023-10-06,main_board_profitable,main_board,main_board,OK
HK_2501_HK_2023,2501.HK,2501.HK,迈越科技,2023-10-11,main_board_profitable,main_board,main_board,OK
HK_2451_HK_2023,2451.HK,2451.HK,绿源集团控股,2023-10-12,main_board_profitable,main_board,main_board,OK
HK_9676_HK_2023,9676.HK,9676.HK,十月稻田,2023-10-12,main_board_profitable,main_board,main_board,OK
HK_1519_HK_2023,1519.HK,1519.HK,极兔速递-W,2023-10-27,18a,main_board,main_board,MISMATCH
HK_2517_HK_2023,2517.HK,2517.HK,锅圈,2023-11-02,main_board_profitable,main_board,main_board,OK
HK_2429_HK_2023,2429.HK,2429.HK,友宝在线,2023-11-03,main_board_profitable,main_board,main_board,OK
HK_2473_HK_2023,2473.HK,2473.HK,喜相逢集团,2023-11-09,main_board_profitable,main_board,main_board,OK
HK_2499_HK_2023,2499.HK,2499.HK,佛朗斯股份,2023-11-10,main_board_profitable,main_board,main_board,OK
HK_1111_HK_2023,1111.HK,1111.HK,华视集团控股,2023-11-10,main_board_profitable,main_board,main_board,OK
HK_2268_HK_2023,2268.HK,2268.HK,药明合联,2023-11-17,main_board_profitable,main_board,main_board,OK
HK_2520_HK_2023,2520.HK,2520.HK,山西安装,2023-11-22,main_board_profitable,main_board,main_board,OK
HK_9663_HK_2023,9663.HK,9663.HK,国鸿氢能,2023-12-05,main_board_profitable,main_board,main_board,OK
HK_2521_HK_2023,2521.HK,2521.HK,升辉清洁,2023-12-05,main_board_profitable,main_board,main_board,OK
HK_2483_HK_2023,2483.HK,2483.HK,K CASH集团,2023-12-05,main_board_profitable,main_board,main_board,OK
HK_2419_HK_2023,2419.HK,2419.HK,德康农牧,2023-12-06,main_board_profitable,main_board,main_board,OK
HK_1497_HK_2023,1497.HK,1497.HK,燕之屋,2023-12-12,main_board_profitable,main_board,main_board,OK
HK_0666_HK_2023,0666.HK,666.HK,瑞浦兰钧,2023-12-18,main_board_profitable,main_board,main_board,OK
HK_2502_HK_2023,2502.HK,2502.HK,金源氢化,2023-12-20,main_board_profitable,main_board,main_board,OK
HK_1274_HK_2023,1274.HK,1274.HK,知行科技,2023-12-20,main_board_profitable,main_board,main_board,OK
HK_2516_HK_2023,2516.HK,2516.HK,泛远国际,2023-12-22,main_board_profitable,main_board,main_board,OK
HK_6911_HK_2023,6911.HK,6911.HK,澜沧古茶,2023-12-22,main_board_profitable,main_board,main_board,OK
HK_2489_HK_2023,2489.HK,2489.HK,集海黄金,2023-12-22,main_board_profitable,main_board,main_board,OK
HK_2511_HK_2023,2511.HK,2511.HK,君圣泰医药-B,2023-12-22,18a,18a,18a|main_board,OK
HK_2149_HK_2023,2149.HK,2149.HK,贝克微,2023-12-28,main_board_profitable,main_board,main_board,OK
HK_9880_HK_2023,9880.HK,9880.HK,优必选,2023-12-29,main_board_profitable,main_board,main_board,OK
HK_2498_HK_2024,2498.HK,2498.HK,速腾聚创,2024-01-05,main_board_profitable,main_board,main_board,OK
HK_2503_HK_2024,2503.HK,2503.HK,中深建业,2024-01-09,main_board_profitable,main_board,main_board,OK
HK_6959_HK_2024,6959.HK,6959.HK,长久股份,2024-01-09,main_board_profitable,main_board,main_board,OK
HK_2453_HK_2024,2453.HK,2453.HK,美中嘉和,2024-01-09,main_board_profitable,main_board,main_board,OK
HK_2477_HK_2024,2477.HK,2477.HK,经纬天地,2024-01-12,main_board_profitable,main_board,main_board,OK
HK_2540_HK_2024,2540.HK,2540.HK,乐思集团,2024-03-08,main_board_profitable,main_board,main_board,OK
HK_2535_HK_2024,2535.HK,2535.HK,泓基集团,2024-03-08,main_board_profitable,main_board,main_board,OK
HK_2509_HK_2024,2509.HK,2509.HK,荃信生物-B,2024-03-20,18a,18a,18a|main_board,OK
HK_9879_HK_2024,9879.HK,9879.HK,米高集团,2024-03-21,main_board_profitable,main_board,main_board,OK
HK_2536_HK_2024,2536.HK,2536.HK,百乐皇宫,2024-03-26,main_board_profitable,main_board,main_board,OK
HK_2598_HK_2024,2598.HK,2598.HK,连连数字,2024-03-28,main_board_profitable,main_board,main_board,OK
HK_2497_HK_2024,2497.HK,2497.HK,富景中国控股,2024-03-28,main_board_profitable,main_board,main_board,OK
HK_2555_HK_2024,2555.HK,2555.HK,茶百道,2024-04-23,main_board_profitable,main_board,main_board,OK
HK_2515_HK_2024,2515.HK,2515.HK,天津建发,2024-04-23,main_board_profitable,main_board,main_board,OK
HK_2438_HK_2024,2438.HK,2438.HK,出门问问,2024-04-24,main_board_profitable,main_board,main_board,OK
HK_2556_HK_2024,2556.HK,2556.HK,迈富时,2024-05-16,main_board_profitable,main_board,main_board,OK
HK_2529_HK_2024,2529.HK,2529.HK,泓盈城市服务,2024-05-17,main_board_profitable,main_board,main_board,OK
HK_2898_HK_2024,2898.HK,2898.HK,盛禾生物-B,2024-05-24,18a,18a,18a|main_board,OK
HK_0917_HK_2024,0917.HK,917.HK,趣致集团,2024-05-27,main_board_profitable,main_board,main_board,OK
HK_2505_HK_2024,2505.HK,2505.HK,EDA集团控股,2024-05-28,main_board_profitable,main_board,main_board,OK
HK_2443_HK_2024,2443.HK,2443.HK,汽车街,2024-05-31,main_board_profitable,main_board,main_board,OK
HK_2522_HK_2024,2522.HK,2522.HK,一脉阳光,2024-06-07,main_board_profitable,main_board,main_board,OK
HK_2550_HK_2024,2550.HK,2550.HK,宜搜科技,2024-06-07,main_board_profitable,main_board,main_board,OK
HK_2228_HK_2024,2228.HK,2228.HK,晶泰控股,2024-06-13,18c_precommercial,18c,18c|main_board,OK
HK_2512_HK_2024,2512.HK,2512.HK,云工场,2024-06-14,main_board_profitable,main_board,main_board,OK
HK_2881_HK_2024,2881.HK,2881.HK,武汉有机,2024-06-18,main_board_profitable,main_board,main_board,OK
HK_6181_HK_2024,6181.HK,6181.HK,老铺黄金,2024-06-28,main_board_profitable,main_board,main_board,OK
HK_2559_HK_2024,2559.HK,2559.HK,嘀嗒出行,2024-06-28,main_board_profitable,main_board,main_board,OK
HK_2479_HK_2024,2479.HK,2479.HK,天聚地合,2024-06-28,main_board_profitable,main_board,main_board,OK
HK_1354_HK_2024,1354.HK,1354.HK,经发物业,2024-07-03,main_board_profitable,main_board,main_board,OK
HK_2545_HK_2024,2545.HK,2545.HK,中赣通信,2024-07-03,main_board_profitable,main_board,main_board,OK
HK_6086_HK_2024,6086.HK,6086.HK,方舟健客,2024-07-09,main_board_profitable,main_board,main_board,OK
HK_6657_HK_2024,6657.HK,6657.HK,百望股份,2024-07-09,main_board_profitable,main_board,main_board,OK
HK_9680_HK_2024,9680.HK,9680.HK,如祺出行,2024-07-10,main_board_profitable,main_board,main_board,OK
HK_2495_HK_2024,2495.HK,2495.HK,声通科技,2024-07-10,main_board_profitable,main_board,main_board,OK
HK_1334_HK_2024,1334.HK,1334.HK,瑞昌国际控股,2024-07-10,main_board_profitable,main_board,main_board,OK
HK_2507_HK_2024,2507.HK,2507.HK,西锐,2024-07-12,main_board_profitable,main_board,main_board,OK
HK_2531_HK_2024,2531.HK,2531.HK,广联科技控股,2024-07-15,main_board_profitable,main_board,main_board,OK
HK_1471_HK_2024,1471.HK,1471.HK,众淼控股,2024-08-06,main_board_profitable,main_board,main_board,OK
HK_2533_HK_2024,2533.HK,2533.HK,黑芝麻智能,2024-08-08,18c_commercial,18c,18c|main_board,OK
HK_2410_HK_2024,2410.HK,2410.HK,同源康医药-B,2024-08-20,18a,18a,18a|main_board,OK
HK_0300_HK_2024,0300.HK,300.HK,美的集团,2024-09-17,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2549_HK_2024,2549.HK,2549.HK,卡罗特,2024-10-02,main_board_profitable,main_board,main_board,OK
HK_2576_HK_2024,2576.HK,2576.HK,太美医疗科技,2024-10-08,main_board_profitable,main_board,main_board,OK
HK_9639_HK_2024,9639.HK,9639.HK,荣利营造,2024-10-09,main_board_profitable,main_board,main_board,OK
HK_2567_HK_2024,2567.HK,2567.HK,七牛智能,2024-10-16,main_board_profitable,main_board,main_board,OK
HK_2460_HK_2024,2460.HK,2460.HK,华润饮料,2024-10-23,main_board_profitable,main_board,main_board,OK
HK_9660_HK_2024,9660.HK,9660.HK,地平线机器人-W,2024-10-24,18a,main_board,main_board,MISMATCH
HK_2465_HK_2024,2465.HK,2465.HK,龙蟠科技,2024-10-30,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2563_HK_2024,2563.HK,2563.HK,华昊中天医药-B,2024-10-31,18a,18a,18a|main_board,OK
HK_2510_HK_2024,2510.HK,2510.HK,德翔海运,2024-11-01,main_board_profitable,main_board,main_board,OK
HK_2519_HK_2024,2519.HK,2519.HK,傲基股份,2024-11-08,main_board_profitable,main_board,main_board,OK
HK_2551_HK_2024,2551.HK,2551.HK,晶科电子股份,2024-11-08,main_board_profitable,main_board,main_board,OK
HK_2582_HK_2024,2582.HK,2582.HK,国富氢能,2024-11-15,main_board_profitable,main_board,main_board,OK
HK_6936_HK_2024,6936.HK,6936.HK,顺丰控股,2024-11-27,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2566_HK_2024,2566.HK,2566.HK,九源基因,2024-11-28,main_board_profitable,main_board,main_board,OK
HK_2585_HK_2024,2585.HK,2585.HK,梦金园,2024-11-29,main_board_profitable,main_board,main_board,OK
HK_2586_HK_2024,2586.HK,2586.HK,多点数智,2024-12-06,main_board_profitable,main_board,main_board,OK
HK_2570_HK_2024,2570.HK,2570.HK,重塑能源,2024-12-06,main_board_profitable,main_board,main_board,OK
HK_1318_HK_2024,1318.HK,1318.HK,毛戈平,2024-12-10,main_board_profitable,main_board,main_board,OK
HK_2593_HK_2024,2593.HK,2593.HK,草姬集团,2024-12-19,main_board_profitable,main_board,main_board,OK
HK_0999_HK_2024,0999.HK,999.HK,小菜园,2024-12-20,main_board_profitable,main_board,main_board,OK
HK_2432_HK_2024,2432.HK,2432.HK,越疆,2024-12-23,18c_commercial,18c,18c|main_board,OK
HK_2431_HK_2024,2431.HK,2431.HK,佑驾创新,2024-12-27,main_board_profitable,main_board,main_board,OK
HK_2587_HK_2024,2587.HK,2587.HK,健康之路,2024-12-30,main_board_profitable,main_board,main_board,OK
HK_2577_HK_2024,2577.HK,2577.HK,英诺赛科,2024-12-30,main_board_profitable,main_board,main_board,OK
HK_2506_HK_2024,2506.HK,2506.HK,讯飞医疗科技,2024-12-30,main_board_profitable,main_board,main_board,OK
HK_6681_HK_2025,6681.HK,6681.HK,脑动极光-B,2025-01-08,18a,18a,18a|main_board,OK
HK_2560_HK_2025,2560.HK,2560.HK,海螺材料科技,2025-01-09,main_board_profitable,main_board,main_board,OK
HK_2613_HK_2025,2613.HK,2613.HK,汇舸环保,2025-01-09,main_board_profitable,main_board,main_board,OK
HK_0325_HK_2025,0325.HK,325.HK,布鲁可,2025-01-10,main_board_profitable,main_board,main_board,OK
HK_2530_HK_2025,2530.HK,2530.HK,纽曼思,2025-01-10,main_board_profitable,main_board,main_board,OK
HK_2596_HK_2025,2596.HK,2596.HK,宜宾银行,2025-01-13,main_board_profitable,main_board,main_board,OK
HK_0805_HK_2025,0805.HK,805.HK,新吉奥房车,2025-01-13,main_board_profitable,main_board,main_board,OK
HK_2571_HK_2025,2571.HK,2571.HK,赛目科技,2025-01-15,main_board_profitable,main_board,main_board,OK
HK_1364_HK_2025,1364.HK,1364.HK,古茗,2025-02-12,main_board_profitable,main_board,main_board,OK
HK_2097_HK_2025,2097.HK,2097.HK,蜜雪集团,2025-03-03,main_board_profitable,main_board,main_board,OK
HK_6693_HK_2025,6693.HK,6693.HK,赤峰黄金,2025-03-10,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_6676_HK_2025,6676.HK,6676.HK,找钢网-W,2025-03-10,18a,de_spac,de_spac|main_board,MISMATCH
HK_2561_HK_2025,2561.HK,2561.HK,维昇药业-B,2025-03-21,18a,18a,18a|main_board,OK
HK_2610_HK_2025,2610.HK,2610.HK,南山铝业国际,2025-03-25,main_board_profitable,main_board,main_board,OK
HK_2569_HK_2025,2569.HK,2569.HK,舒宝国际,2025-03-27,main_board_profitable,main_board,main_board,OK
HK_2625_HK_2025,2625.HK,2625.HK,江苏宏信,2025-03-31,main_board_profitable,main_board,main_board,OK
HK_3677_HK_2025,3677.HK,3677.HK,正力新能,2025-04-14,main_board_profitable,main_board,main_board,OK
HK_9606_HK_2025,9606.HK,9606.HK,映恩生物-B,2025-04-15,18a,18a,18a|main_board,OK
HK_1333_HK_2025,1333.HK,1333.HK,博雷顿,2025-05-07,main_board_profitable,main_board,main_board,OK
HK_2865_HK_2025,2865.HK,2865.HK,钧达股份,2025-05-08,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2589_HK_2025,2589.HK,2589.HK,沪上阿姨,2025-05-08,main_board_profitable,main_board,main_board,OK
HK_6831_HK_2025,6831.HK,6831.HK,绿茶集团,2025-05-16,main_board_profitable,main_board,main_board,OK
HK_3750_HK_2025,3750.HK,3750.HK,宁德时代,2025-05-20,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_1276_HK_2025,1276.HK,1276.HK,恒瑞医药,2025-05-23,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2629_HK_2025,2629.HK,2629.HK,MIRXES-B,2025-05-23,18a,18a,18a|main_board,OK
